GemSchlNr,WpNr,Gemeinde_Gemeindeteile,Landkreis,Verbandsgemeinde,PLZ
23201253,0201,Beim Gemeindewald,Eifelkreis Bitburg-Prüm,Arzfeld,
23201253,0300,Ringhuscheid,Eifelkreis Bitburg-Prüm,Arzfeld,
23201253,0301,Sauerwies,Eifelkreis Bitburg-Prüm,Arzfeld,
23201254,,Lambertsberg,Eifelkreis Bitburg-Prüm,Arzfeld,54649
23201254,0100,Greimelscheid,Eifelkreis Bitburg-Prüm,Arzfeld,
23201254,0200,Lambertsberg,Eifelkreis Bitburg-Prüm,Arzfeld,
23201254,0201,Im nächsten Busch,Eifelkreis Bitburg-Prüm,Arzfeld,
23201255,,Lascheid,Eifelkreis Bitburg-Prüm,Arzfeld,54597
23201255,0101,Gesotz,Eifelkreis Bitburg-Prüm,Arzfeld,
23201258,,Lauperath,Eifelkreis Bitburg-Prüm,Arzfeld,54649
23201258,0101,Berscheiderhof,Eifelkreis Bitburg-Prüm,Arzfeld,
23201258,0102,Kop,Eifelkreis Bitburg-Prüm,Arzfeld,
23201258,0103,Reuschenhof,Eifelkreis Bitburg-Prüm,Arzfeld,
23201258,0104,Scheidchen,Eifelkreis Bitburg-Prüm,Arzfeld,
23201258,0105,Scheuerbaum,Eifelkreis Bitburg-Prüm,Arzfeld,
23201259,,Leidenborn,Eifelkreis Bitburg-Prüm,Arzfeld,54619
23201259,0101,Hallischbach,Eifelkreis Bitburg-Prüm,Arzfeld,
23201259,0102,Huffelsheck,Eifelkreis Bitburg-Prüm,Arzfeld,
23201259,0103,Lautzerath,Eifelkreis Bitburg-Prüm,Arzfeld,
23201259,0104,Leidenbornermühle,Eifelkreis Bitburg-Prüm,Arzfeld,
23201259,0105,"Lützkampenerbrücke, Hof",Eifelkreis Bitburg-Prüm,Arzfeld,
23201259,0106,Regerhof,Eifelkreis Bitburg-Prüm,Arzfeld,
23201259,0107,Reiffersbach,Eifelkreis Bitburg-Prüm,Arzfeld,
23201259,0108,Schneidmühle,Eifelkreis Bitburg-Prüm,Arzfeld,
23201260,,Lichtenborn,Eifelkreis Bitburg-Prüm,Arzfeld,54619
23201260,0100,Kopscheid,Eifelkreis Bitburg-Prüm,Arzfeld,
23201260,0200,Lichtenborn,Eifelkreis Bitburg-Prüm,Arzfeld,
23201260,0201,Eppelbruch,Eifelkreis Bitburg-Prüm,Arzfeld,
23201260,0202,Eulenbruch,Eifelkreis Bitburg-Prüm,Arzfeld,
23201260,0203,Faulenpuhl,Eifelkreis Bitburg-Prüm,Arzfeld,
23201260,0300,Stalbach,Eifelkreis Bitburg-Prüm,Arzfeld,
23201260,0301,Fuchswiese,Eifelkreis Bitburg-Prüm,Arzfeld,
23201261,,Lierfeld,Eifelkreis Bitburg-Prüm,Arzfeld,54597
23201261,0101,Lierfeldermühle,Eifelkreis Bitburg-Prüm,Arzfeld,
23201262,,Lünebach,Eifelkreis Bitburg-Prüm,Arzfeld,54597
23201262,0101,Dürsittert,Eifelkreis Bitburg-Prüm,Arzfeld,
23201262,0102,Im Seifenberg,Eifelkreis Bitburg-Prüm,Arzfeld,
23201262,0103,Reinigseifen,Eifelkreis Bitburg-Prüm,Arzfeld,
23201263,,Lützkampen,Eifelkreis Bitburg-Prüm,Arzfeld,54617
23201263,0100,Lützkampen,Eifelkreis Bitburg-Prüm,Arzfeld,
23201263,0101,Auf dem Bock,Eifelkreis Bitburg-Prüm,Arzfeld,
23201263,0102,Diedrichsborn,Eifelkreis Bitburg-Prüm,Arzfeld,
23201263,0103,Lützkampenermühle,Eifelkreis Bitburg-Prüm,Arzfeld,
23201263,0104,Zollamt Lützkampen auf dem Halvent,Eifelkreis Bitburg-Prüm,Arzfeld,
23201263,0105,Auf der Nöll,Eifelkreis Bitburg-Prüm,Arzfeld,
23201263,0106,Im Pesch,Eifelkreis Bitburg-Prüm,Arzfeld,
23201263,0200,Stupbach,Eifelkreis Bitburg-Prüm,Arzfeld,
23201263,0201,Auf Halenfeld,Eifelkreis Bitburg-Prüm,Arzfeld,
23201263,0202,"In der Loch, Hof",Eifelkreis Bitburg-Prüm,Arzfeld,
23201263,0203,"Stupbacherseif, Brodelseifen",Eifelkreis Bitburg-Prüm,Arzfeld,
23201263,0300,Welchenhausen,Eifelkreis Bitburg-Prüm,Arzfeld,
23201264,,Manderscheid,Eifelkreis Bitburg-Prüm,Arzfeld,54649
23201264,0101,Heilhausermühle,Eifelkreis Bitburg-Prüm,Arzfeld,
23201264,0102,Manderscheiderhof,Eifelkreis Bitburg-Prüm,Arzfeld,
23201267,,Mauel,Eifelkreis Bitburg-Prüm,Arzfeld,54649
23201267,0100,Mauel,Eifelkreis Bitburg-Prüm,Arzfeld,
23201267,0101,Hubertushof,Eifelkreis Bitburg-Prüm,Arzfeld,
23201267,0102,Urmauel,Eifelkreis Bitburg-Prüm,Arzfeld,
23201267,0200,Staudenhof,Eifelkreis Bitburg-Prüm,Arzfeld,
23201270,,Merlscheid,Eifelkreis Bitburg-Prüm,Arzfeld,54597
23201277,,Niederpierscheid,Eifelkreis Bitburg-Prüm,Arzfeld,54649
23201277,0101,"Arelt, Hof",Eifelkreis Bitburg-Prüm,Arzfeld,
23201277,0102,Niederpierscheidermühle,Eifelkreis Bitburg-Prüm,Arzfeld,
23201285,,Oberpierscheid,Eifelkreis Bitburg-Prüm,Arzfeld,54649
23201285,0100,Merkeshausen,Eifelkreis Bitburg-Prüm,Arzfeld,
23201285,0200,Oberpierscheid,Eifelkreis Bitburg-Prüm,Arzfeld,
23201285,0201,Dehnseifen,Eifelkreis Bitburg-Prüm,Arzfeld,
23201285,0202,Hausmannsdell,Eifelkreis Bitburg-Prüm,Arzfeld,
23201285,0203,Luppertsseifen,Eifelkreis Bitburg-Prüm,Arzfeld,
23201285,0204,Philippsweiler,Eifelkreis Bitburg-Prüm,Arzfeld,
23201285,0205,Röllersdorf,Eifelkreis Bitburg-Prüm,Arzfeld,
23201285,0206,Trampelsdell,Eifelkreis Bitburg-Prüm,Arzfeld,
23201287,,Olmscheid,Eifelkreis Bitburg-Prüm,Arzfeld,54689
23201287,0101,Hiermeshof,Eifelkreis Bitburg-Prüm,Arzfeld,
23201287,0102,Lindenhof,Eifelkreis Bitburg-Prüm,Arzfeld,
23201287,0103,Olmscheiderfurth,Eifelkreis Bitburg-Prüm,Arzfeld,
23201287,0104,Steinrausch,Eifelkreis Bitburg-Prüm,Arzfeld,
23201287,0105,Hof Klingendell,Eifelkreis Bitburg-Prüm,Arzfeld,
23201291,,Pintesfeld,Eifelkreis Bitburg-Prüm,Arzfeld,54649
23201293,,Plütscheid,Eifelkreis Bitburg-Prüm,Arzfeld,54597
23201293,0101,Atzseifen,Eifelkreis Bitburg-Prüm,Arzfeld,
23201293,0102,Gesotz,Eifelkreis Bitburg-Prüm,Arzfeld,
23201293,0103,Geweberhof,Eifelkreis Bitburg-Prüm,Arzfeld,
23201293,0104,Hasenknopp,Eifelkreis Bitburg-Prüm,Arzfeld,
23201293,0105,Mauelermühle,Eifelkreis Bitburg-Prüm,Arzfeld,
23201294,,Preischeid,Eifelkreis Bitburg-Prüm,Arzfeld,54689
23201294,0101,Dörnauelsmühle,Eifelkreis Bitburg-Prüm,Arzfeld,
23201294,0102,Machtemesmühle,Eifelkreis Bitburg-Prüm,Arzfeld,
23201294,0103,Oelverhof,Eifelkreis Bitburg-Prüm,Arzfeld,
23201294,0104,Preischeiderhöhe,Eifelkreis Bitburg-Prüm,Arzfeld,
23201294,0105,Preischeiderley,Eifelkreis Bitburg-Prüm,Arzfeld,
23201297,,Reiff,Eifelkreis Bitburg-Prüm,Arzfeld,54619
23201297,0101,Banzenhof,Eifelkreis Bitburg-Prüm,Arzfeld,
23201297,0102,Wässerchen,Eifelkreis Bitburg-Prüm,Arzfeld,
23201298,,Reipeldingen,Eifelkreis Bitburg-Prüm,Arzfeld,54689
23201298,0101,Auf den Kaulen,Eifelkreis Bitburg-Prüm,Arzfeld,
23201298,0102,Haustrich,Eifelkreis Bitburg-Prüm,Arzfeld,
23201301,,Roscheid,Eifelkreis Bitburg-Prüm,Arzfeld,54619
23201309,,Sengerich,Eifelkreis Bitburg-Prüm,Arzfeld,54619
23201309,0101,Herrig,Eifelkreis Bitburg-Prüm,Arzfeld,
23201310,,Sevenig (Our),Eifelkreis Bitburg-Prüm,Arzfeld,54617
23201310,0101,Mühle,Eifelkreis Bitburg-Prüm,Arzfeld,
23201310,0102,Wehrbüsch,Eifelkreis Bitburg-Prüm,Arzfeld,
23201315,,Strickscheid,Eifelkreis Bitburg-Prüm,Arzfeld,54597
23201322,,Waxweiler,Eifelkreis Bitburg-Prüm,Arzfeld,54649
23201322,0100,Heilhausen,Eifelkreis Bitburg-Prüm,Arzfeld,
23201322,0200,Waxweiler,Eifelkreis Bitburg-Prüm,Arzfeld,
23201322,0201,Ginshausermühle,Eifelkreis Bitburg-Prüm,Arzfeld,
23201322,0202,Godeshausermühle,Eifelkreis Bitburg-Prüm,Arzfeld,
23201322,0203,In der Kaul,Eifelkreis Bitburg-Prüm,Arzfeld,
23201322,0204,Konradshof,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,,Üttfeld,Eifelkreis Bitburg-Prüm,Arzfeld,54619
23201333,0100,Binscheid,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0101,Angertsseifen,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0102,Flachsberg,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0103,In der Dell,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0104,Kockelberg,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0105,Roder,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0106,Steinkaul,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0107,Suckt,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0108,Vennhof,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0200,Huf,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0201,Hölzenkopp,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0300,Niederüttfeld,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0301,Dromigt,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0302,Huchhemmel,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0303,Manner,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0400,Oberüttfeld,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0401,Bahnhof Üttfeld,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0402,Deisterwald,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0403,Forsthaus Hofswald,Eifelkreis Bitburg-Prüm,Arzfeld,
23201333,0404,Spielmannsholz,Eifelkreis Bitburg-Prüm,Arzfeld,
23205001,,Affler,Eifelkreis Bitburg-Prüm,Südeifel,54689
23205001,0101,Auf den Pülen,Eifelkreis Bitburg-Prüm,Südeifel,
23205001,0102,Kohnenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205002,,Alsdorf,Eifelkreis Bitburg-Prüm,Südeifel,54668
23205002,0101,"Niederweis, Bhf.",Eifelkreis Bitburg-Prüm,Südeifel,
23205002,0102,Oberecken,Eifelkreis Bitburg-Prüm,Südeifel,
23205003,,Altscheid,Eifelkreis Bitburg-Prüm,Südeifel,54636
23205003,0101,Birkendell,Eifelkreis Bitburg-Prüm,Südeifel,
23205003,0102,Neumühle,Eifelkreis Bitburg-Prüm,Südeifel,
23205004,,Ammeldingen an der Our,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205005,,Ammeldingen bei Neuerburg,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205005,0101,Auf Kemigt,Eifelkreis Bitburg-Prüm,Südeifel,
23205005,0102,Grimbach,Eifelkreis Bitburg-Prüm,Südeifel,
23205005,0103,Hof Sauerwies,Eifelkreis Bitburg-Prüm,Südeifel,
23205005,0104,Kleinweis,Eifelkreis Bitburg-Prüm,Südeifel,
23205008,,Bauler,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205008,0101,Gaymühle,Eifelkreis Bitburg-Prüm,Südeifel,
23205008,0102,Neuscheuerhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205011,,Berkoth,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205011,0101,Hausmannsdell,Eifelkreis Bitburg-Prüm,Südeifel,
23205011,0102,Heinischseifen,Eifelkreis Bitburg-Prüm,Südeifel,
23205011,0103,Markstein,Eifelkreis Bitburg-Prüm,Südeifel,
23205011,0104,Merlbach,Eifelkreis Bitburg-Prüm,Südeifel,
23205011,0200,Burscheid,Eifelkreis Bitburg-Prüm,Südeifel,
23205011,0201,Itzfelderhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205011,0202,Luppertsseifen,Eifelkreis Bitburg-Prüm,Südeifel,
23205012,,Berscheid,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205012,0101,Gaymühle,Eifelkreis Bitburg-Prüm,Südeifel,
23205012,0102,Höhhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205012,0103,Kandlerhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205012,0104,Schiershof,Eifelkreis Bitburg-Prüm,Südeifel,
23205016,,Biesdorf,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205016,0101,Biesdorfer Hof,Eifelkreis Bitburg-Prüm,Südeifel,
23205016,0102,Gaybach,Eifelkreis Bitburg-Prüm,Südeifel,
23205016,0103,St. Josef-Gymnasium,Eifelkreis Bitburg-Prüm,Südeifel,
23205019,,Bollendorf,Eifelkreis Bitburg-Prüm,Südeifel,54669
23205019,0101,Altschmiede,Eifelkreis Bitburg-Prüm,Südeifel,
23205019,0102,Diesburgerhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205019,0103,Dillingerbrück,Eifelkreis Bitburg-Prüm,Südeifel,
23205019,0104,Laufenwehr,Eifelkreis Bitburg-Prüm,Südeifel,
23205019,0105,Neu-Diesburgerhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205019,0106,Pölsenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205019,0107,Sonnenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205019,0108,Weilerbach,Eifelkreis Bitburg-Prüm,Südeifel,
23205019,0109,Westerheld,Eifelkreis Bitburg-Prüm,Südeifel,
23205022,,Burg,Eifelkreis Bitburg-Prüm,Südeifel,54646
23205025,,Dauwelshausen,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205025,0101,Thielenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205028,,Echternacherbrück,Eifelkreis Bitburg-Prüm,Südeifel,54668
23205028,0101,Fölkenbach,Eifelkreis Bitburg-Prüm,Südeifel,
23205031,,Emmelbaum,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205031,0101,"Haus Schmitz, Haus Kaufmann",Eifelkreis Bitburg-Prüm,Südeifel,
23205031,0102,Sachsenhauserhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205031,0103,"Windhof, Wallenbornerhof",Eifelkreis Bitburg-Prüm,Südeifel,
23205033,,Ernzen,Eifelkreis Bitburg-Prüm,Südeifel,54668
23205033,0101,Ernzerhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205033,0102,Haus Hubertus,Eifelkreis Bitburg-Prüm,Südeifel,
23205033,0103,Beim Ernzerhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205037,,Ferschweiler,Eifelkreis Bitburg-Prüm,Südeifel,54668
23205037,0101,Waldhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205038,,Fischbach-Oberraden,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205038,0100,Fischbach,Eifelkreis Bitburg-Prüm,Südeifel,
23205038,0101,In der Kleiwersdell,Eifelkreis Bitburg-Prüm,Südeifel,
23205038,0200,Oberraden,Eifelkreis Bitburg-Prüm,Südeifel,
23205038,0201,Blockhausen,Eifelkreis Bitburg-Prüm,Südeifel,
23205040,,Geichlingen,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205041,,Gemünd,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205042,,Gentingen,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205047,,Heilbach,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205047,0101,Alferhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205047,0102,Bornhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205047,0103,Wehrhauserhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205047,0104,Windhausen,Eifelkreis Bitburg-Prüm,Südeifel,
23205049,,Herbstmühle,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205053,,Holsthum,Eifelkreis Bitburg-Prüm,Südeifel,54668
23205053,0101,Holsthumerberg,Eifelkreis Bitburg-Prüm,Südeifel,
23205054,,Hommerdingen,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205056,,Hütten,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205056,0101,Kreutzdorf,Eifelkreis Bitburg-Prüm,Südeifel,
23205056,0102,Neuhütten,Eifelkreis Bitburg-Prüm,Südeifel,
23205056,0103,Sauerwies,Eifelkreis Bitburg-Prüm,Südeifel,
23205059,,Hüttingen bei Lahr,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205059,0101,St. Antoniushof,Eifelkreis Bitburg-Prüm,Südeifel,
23205063,,Irrel,Eifelkreis Bitburg-Prüm,Südeifel,54666
23205064,,Karlshausen,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205064,0101,Finkenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205064,0102,Gashof,Eifelkreis Bitburg-Prüm,Südeifel,
23205064,0103,Haubendell,Eifelkreis Bitburg-Prüm,Südeifel,
23205064,0104,In der Gay,Eifelkreis Bitburg-Prüm,Südeifel,
23205064,0105,Juckerstraße,Eifelkreis Bitburg-Prüm,Südeifel,
23205064,0106,Karlshauser Mühle,Eifelkreis Bitburg-Prüm,Südeifel,
23205064,0107,Lutgeshof,Eifelkreis Bitburg-Prüm,Südeifel,
23205064,0108,Peiferhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205064,0109,Schranzenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205064,0110,Wolperdorf,Eifelkreis Bitburg-Prüm,Südeifel,
23205065,,Kaschenbach,Eifelkreis Bitburg-Prüm,Südeifel,54668
23205065,0101,Lehnshof,Eifelkreis Bitburg-Prüm,Südeifel,
23205066,,Keppeshausen,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205066,0101,Waldhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205067,,Körperich,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205067,0100,Körperich,Eifelkreis Bitburg-Prüm,Südeifel,
23205067,0101,Großenborn,Eifelkreis Bitburg-Prüm,Südeifel,
23205067,0102,Schneidemühle,Eifelkreis Bitburg-Prüm,Südeifel,
23205067,0200,Niedersgegen,Eifelkreis Bitburg-Prüm,Südeifel,
23205067,0201,Gaymühle,Eifelkreis Bitburg-Prüm,Südeifel,
23205067,0202,Knappmühle,Eifelkreis Bitburg-Prüm,Südeifel,
23205067,0300,Obersgegen,Eifelkreis Bitburg-Prüm,Südeifel,
23205067,0400,Schloß Kewenig,Eifelkreis Bitburg-Prüm,Südeifel,
23205067,0500,Seimerich,Eifelkreis Bitburg-Prüm,Südeifel,
23205068,,Koxhausen,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205069,,Kruchten,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205069,0101,Neuafrika,Eifelkreis Bitburg-Prüm,Südeifel,
23205069,0102,Schwarzenbruch,Eifelkreis Bitburg-Prüm,Südeifel,
23205072,,Lahr,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205072,0101,Bierendorf,Eifelkreis Bitburg-Prüm,Südeifel,
23205072,0102,Windhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205073,,Leimbach,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205073,0101,Geibenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205073,0102,Schlinkert,Eifelkreis Bitburg-Prüm,Südeifel,
23205073,0103,Weidendell,Eifelkreis Bitburg-Prüm,Südeifel,
23205078,,Menningen,Eifelkreis Bitburg-Prüm,Südeifel,54310
23205080,,Mettendorf,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205080,0101,Ehlenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205080,0102,Steffeshof,Eifelkreis Bitburg-Prüm,Südeifel,
23205082,,Minden,Eifelkreis Bitburg-Prüm,Südeifel,54310
23205084,,Muxerath,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205084,0101,Ackelshof,Eifelkreis Bitburg-Prüm,Südeifel,
23205084,0102,Friesbornerhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205084,0103,Görgenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205084,0104,Kreutzdorf,Eifelkreis Bitburg-Prüm,Südeifel,
23205084,0105,Steinshof,Eifelkreis Bitburg-Prüm,Südeifel,
23205085,,Nasingen,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205085,0101,Op dem Besch,Eifelkreis Bitburg-Prüm,Südeifel,
23205088,,"Neuerburg, Stadt",Eifelkreis Bitburg-Prüm,Südeifel,54673
23205088,0101,Daudistel,Eifelkreis Bitburg-Prüm,Südeifel,
23205088,0102,Funkhaus,Eifelkreis Bitburg-Prüm,Südeifel,
23205088,0103,Görgenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205088,0104,Hasenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205088,0105,In der Enz,Eifelkreis Bitburg-Prüm,Südeifel,
23205088,0106,Johanneshof,Eifelkreis Bitburg-Prüm,Südeifel,
23205088,0107,Kreuzdellhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205088,0108,Latersbach,Eifelkreis Bitburg-Prüm,Südeifel,
23205089,,Niedergeckler,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205089,0101,Brückenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205090,,Niederraden,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205090,0101,Krummacker,Eifelkreis Bitburg-Prüm,Südeifel,
23205093,,Niederweis,Eifelkreis Bitburg-Prüm,Südeifel,54668
23205093,0101,Eichelhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205093,0102,Höhjunk,Eifelkreis Bitburg-Prüm,Südeifel,
23205093,0103,Mühle,Eifelkreis Bitburg-Prüm,Südeifel,
23205093,0104,Waldhaus,Eifelkreis Bitburg-Prüm,Südeifel,
23205093,0105,Sonnenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205094,,Niehl,Eifelkreis Bitburg-Prüm,Südeifel,54646
23205095,,Nusbaum,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205095,0100,Freilingen,Eifelkreis Bitburg-Prüm,Südeifel,
23205095,0101,Freilingerhöhe,Eifelkreis Bitburg-Prüm,Südeifel,
23205095,0200,Nusbaum,Eifelkreis Bitburg-Prüm,Südeifel,
23205095,0201,Nusbaumerhöhe,Eifelkreis Bitburg-Prüm,Südeifel,
23205095,0202,Rohrbach,Eifelkreis Bitburg-Prüm,Südeifel,
23205095,0203,Silberberg,Eifelkreis Bitburg-Prüm,Südeifel,
23205095,0204,Stockigt,Eifelkreis Bitburg-Prüm,Südeifel,
23205096,,Obergeckler,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205102,,Utscheid,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205102,0101,Buscht,Eifelkreis Bitburg-Prüm,Südeifel,
23205102,0102,Glashütte,Eifelkreis Bitburg-Prüm,Südeifel,
23205102,0103,Hamerskaul,Eifelkreis Bitburg-Prüm,Südeifel,
23205102,0104,Neuhaus,Eifelkreis Bitburg-Prüm,Südeifel,
23205102,0105,Rußdorf,Eifelkreis Bitburg-Prüm,Südeifel,
23205103,,Peffingen,Eifelkreis Bitburg-Prüm,Südeifel,54668
23205103,0101,Huwelslay,Eifelkreis Bitburg-Prüm,Südeifel,
23205106,,Plascheid,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205106,0101,Beyerhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205108,,Prümzurlay,Eifelkreis Bitburg-Prüm,Südeifel,54668
23205108,0101,Laeisenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205108,0102,"Prümer Burg, Gastst.",Eifelkreis Bitburg-Prüm,Südeifel,
23205110,,Rodershausen,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205110,0101,Gaymühle,Eifelkreis Bitburg-Prüm,Südeifel,
23205110,0102,Grünhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205112,,Roth an der Our,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205112,0101,Sonnenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205112,0102,Schloßmühle,Eifelkreis Bitburg-Prüm,Südeifel,
23205114,,Schankweiler,Eifelkreis Bitburg-Prüm,Südeifel,54668
23205114,0101,Rohrbachermühle,Eifelkreis Bitburg-Prüm,Südeifel,
23205116,,Scheitenkorb,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205117,,Scheuern,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205117,0101,Altscheuern,Eifelkreis Bitburg-Prüm,Südeifel,
23205117,0102,Conrathshof,Eifelkreis Bitburg-Prüm,Südeifel,
23205117,0103,Palzkillshof,Eifelkreis Bitburg-Prüm,Südeifel,
23205121,,Sevenig bei Neuerburg,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205122,,Sinspelt,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205122,0101,Haus Ehr,Eifelkreis Bitburg-Prüm,Südeifel,
23205127,,Übereisenbach,Eifelkreis Bitburg-Prüm,Südeifel,54689
23205128,,Uppershausen,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205128,0101,Merlbach,Eifelkreis Bitburg-Prüm,Südeifel,
23205130,,Waldhof-Falkenstein,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205130,0101,"Falkenstein, Burg",Eifelkreis Bitburg-Prüm,Südeifel,
23205131,,Wallendorf,Eifelkreis Bitburg-Prüm,Südeifel,54675
23205131,0101,Gaymühle,Eifelkreis Bitburg-Prüm,Südeifel,
23205132,,Weidingen,Eifelkreis Bitburg-Prüm,Südeifel,54636
23205132,0100,Niederweidingen,Eifelkreis Bitburg-Prüm,Südeifel,
23205132,0200,Weidingen,Eifelkreis Bitburg-Prüm,Südeifel,
23205132,0201,Kalenborn,Eifelkreis Bitburg-Prüm,Südeifel,
23205132,0202,Rodenhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205132,0203,Scheuerdell,Eifelkreis Bitburg-Prüm,Südeifel,
23205138,,Zweifelscheid,Eifelkreis Bitburg-Prüm,Südeifel,54673
23205138,0101,Engelsdorf,Eifelkreis Bitburg-Prüm,Südeifel,
23205138,0102,Juckerstraße,Eifelkreis Bitburg-Prüm,Südeifel,
23205138,0103,Kokelsnaak,Eifelkreis Bitburg-Prüm,Südeifel,
23205218,,Eisenach,Eifelkreis Bitburg-Prüm,Südeifel,54298
23205218,0101,Auf Mühlenbach,Eifelkreis Bitburg-Prüm,Südeifel,
23205218,0102,Waldburghof,Eifelkreis Bitburg-Prüm,Südeifel,
23205225,,Gilzem,Eifelkreis Bitburg-Prüm,Südeifel,54298
23205225,0101,Kleebornerhof,Eifelkreis Bitburg-Prüm,Südeifel,
23205225,0102,Weinzfelderhof,Eifelkreis Bitburg-Prüm,Südeifel,
23206202,,Auw bei Prüm,Eifelkreis Bitburg-Prüm,Prüm,54597
